2.990631129211877848e-03,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,2.549592657293199300e-03,9.967577328518610891e-01,1.000000000000000000e+00,0.000000000000000000e+00,9.999769702129240878e-01,9.985566941420608300e-01
1.002714392776667823e-01,0.000000000000000000e+00,9.958136578828961083e-01,0.000000000000000000e+00,8.856967170895010955e-02,9.201751306646872575e-01,9.928247858491126010e-01,3.122368873753116490e-06,9.923120054564058545e-01,9.209008523154459391e-01
6.043805341184669278e-01,0.000000000000000000e+00,9.931476252398545590e-01,0.000000000000000000e+00,6.055306419888009106e-01,8.403268253985337610e-01,5.982975617339194585e-01,7.253173744966239189e-06,5.901264948166657920e-01,8.441707818890281656e-01
8.731444830786631028e-01,1.130406203634578000e-01,9.931334238523867874e-01,1.094728330095238872e-01,8.744677307324765225e-01,9.964663018957936602e-01,2.457164970056013777e-04,2.135204495019135033e-05,2.369163909892419795e-04,9.977688753592295345e-01
5.686227116153640404e-01,2.487400651634786089e-02,9.931608429916641834e-01,3.178713596231094035e-02,5.696701697779099627e-01,9.965867815674118724e-01,2.525165249026908583e-04,5.766267545407926381e-02,1.870281259424204725e-04,9.985678459245586058e-01
2.361492454155040832e-01,1.070550395170953226e-04,9.130102790441109173e-01,3.789503521263045912e-04,2.361447136419284332e-01,9.988513581046765122e-01,2.861217047867729629e-04,8.547011558428840861e-01,2.428599188251253597e-04,9.838558571620489301e-01
5.949977694331461120e-02,3.120615243225188015e-03,7.263881158270305560e-01,3.326411750063174369e-04,5.807116603506150276e-02,9.416413989175795862e-01,2.257651794786906703e-03,9.960857279457757674e-01,3.252622591909470375e-03,9.679048489667131383e-01
1.477413258078453528e-01,2.051063600611724522e-03,2.274986412839627992e-01,8.977313477950278316e-04,1.742294576470670153e-01,9.938136899259343293e-01,5.797338822525416671e-03,9.982003651781211628e-01,3.219683140763398644e-04,9.972889861493162700e-01
1.120942714782681565e-01,1.790097544043859268e-03,2.709439342374539428e-02,8.051745099696602161e-06,1.091464170063104477e-01,9.998015947348426469e-01,1.361354558553001526e-01,9.984186033668512872e-01,1.350241002205079255e-01,9.995541418038803583e-01
2.105880129747223495e-01,1.127339285300426501e-03,1.947110893400548146e-02,1.524940452484937125e-03,2.074276241362630335e-01,7.894806312211980481e-01,1.107589994018738858e-05,9.983366742828972962e-01,6.676601134061626490e-04,7.886463852521128359e-01
3.014007677330012291e-01,2.473683578148568474e-03,1.921952743722889212e-02,1.751124631217661860e-03,2.980184309126331366e-01,5.653271765470322396e-01,0.000000000000000000e+00,9.964847615792515878e-01,2.066982366385301876e-05,5.650675158586511149e-01
3.670459890073053955e-01,6.502216423677700460e-03,2.473024115066450521e-02,2.883990812969192737e-03,3.636311544468935897e-01,3.390755657089642439e-01,0.000000000000000000e+00,7.599427417248056926e-01,1.293050095003029113e-05,3.395304409080925900e-01
4.035843733823413770e-01,8.879986245115213585e-05,6.745075970505728935e-02,5.323516093298283521e-03,4.003394943366088143e-01,1.124742490529414829e-01,0.000000000000000000e+00,1.346713126572345563e-02,6.093313322179442666e-06,1.136647240243710139e-01
4.210509091146150129e-01,3.099168527261286516e-03,9.396817151320642492e-02,1.578421587655946031e-03,4.180930565018168288e-01,6.296031257735269651e-04,0.000000000000000000e+00,5.407254491748111208e-02,1.861959298512319910e-06,6.466417680884603385e-04
4.405054903426428581e-01,1.996700905612009986e-03,4.743497244903092658e-01,4.262719104314880401e-03,4.377284346799619197e-01,1.620487347075986323e-03,0.000000000000000000e+00,3.688132129699088057e-03,1.600995299795848013e-06,4.028700680515887749e-04
4.831872650031907579e-01,4.532984529549076132e-04,7.602813537351987838e-01,0.000000000000000000e+00,4.807223450769042561e-01,3.760495621522693863e-04,0.000000000000000000e+00,4.431245674810542837e-03,1.353333156213415691e-05,2.239466986880913918e-04
