1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
8.469311515953189540e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,8.541468450368723264e-01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
5.822720016272174837e-01,3.887928624317814608e-01,1.000000000000000000e+00,3.943977413881147864e-01,5.780262682206577241e-01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,3.757003288520534973e-02,0.000000000000000000e+00,3.799148612621844334e-02,1.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00,3.828315659550734495e-01,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,9.800789477185495313e-01,1.000000000000000000e+00,9.815751692508239978e-01,1.000000000000000000e+00,1.000000000000000000e+00,8.491812438979555733e-01,0.000000000000000000e+00,8.550900627092350437e-01,1.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,8.134272216687800094e-01,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,8.262646707957814751e-01
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,8.010801111629209936e-01,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,7.890102093844435505e-01
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,8.128714255032213343e-01,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,8.272312841407364337e-01
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,3.569945574071943240e-01,8.291223425422999949e-01,0.000000000000000000e+00,8.207450298748942830e-01,3.482861728369311405e-01
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,5.380394881777535859e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.789126990873693507e-02
1.000000000000000000e+00,3.136907284168835575e-01,1.000000000000000000e+00,3.080265998716057441e-01,1.000000000000000000e+00,2.310344956402854422e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.076143095725705205e-02
1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.940654644091735906e-06,0.000000000000000000e+00,7.915548225487274367e-03,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,2.165067405949070989e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.368645535078147402e-01
5.759340844624688538e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,5.601910430128962393e-01,1.921272533658022474e-01,0.000000000000000000e+00,8.268737103786492071e-01,0.000000000000000000e+00,1.516544710566918031e-01
4.545437039861332518e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.086954189195955767e-01,2.332328856074046552e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.661447473448210199e-01
2.484068075118836538e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.111568302368530825e-01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
