2.127374622420382248e-05,0.000000000000000000e+00,0.000000000000000000e+00,5.419489528053165373e-07,0.000000000000000000e+00,5.046222289998464339e-01,4.952991649322575074e-01,1.685793788566967535e-05
1.120426713098647618e-04,1.205616495412355357e-04,5.671021059886072196e-05,0.000000000000000000e+00,3.510203242843296242e-05,5.359025086305528873e-01,4.612891460177617753e-01,2.430910045984802439e-03
7.665660743037009880e-04,2.516732826941600197e-04,3.068905049286938923e-03,7.621301624426323395e-04,8.686640298223183374e-04,5.404121689794544325e-01,4.498850597529077122e-01,3.970474579110443505e-03
1.267237200800818385e-02,1.651319847781696493e-01,1.632351824281787489e-01,7.746017693568081619e-02,7.990349947541247611e-03,2.938337840235963339e-01,2.368071666794355212e-01,4.285156174125656636e-02
2.962951878943085801e-02,1.760114047438766371e-01,1.454414224194274796e-01,7.507655122910107670e-02,4.491335740980932634e-02,2.127338113860848534e-01,2.330783659739544822e-01,8.309190024424983889e-02
1.968038482976961767e-01,0.000000000000000000e+00,7.925514091959633091e-04,1.201674532416835001e-01,9.115219597200797941e-02,1.762071433461397663e-01,2.930382470216512103e-01,1.218960101710327426e-01
2.550198576950435947e-01,5.966296240209280257e-04,4.379998232927248525e-04,1.919322847371687235e-01,3.134405297121141132e-01,6.339714291339915153e-02,1.314544614776624876e-01,4.368801269864029668e-02
1.980013823052785560e-01,0.000000000000000000e+00,2.957974435649919067e-04,1.535023262289876289e-01,3.876065389619967605e-01,7.031055710353137367e-02,9.280341940308635407e-02,9.747286426018314520e-02
1.446820271288020432e-01,3.973281864899260558e-04,7.496453604040279745e-04,1.147305992778037964e-01,4.401513986886124163e-01,7.270239643727058332e-02,8.444683892286226901e-02,1.421120700398074699e-01
1.158438382854915100e-01,1.890562888931321493e-03,2.945509136685723738e-03,9.091788890806337675e-02,4.864391890056091183e-01,5.820739176080540894e-02,4.777076943552679977e-02,1.959563201141271416e-01
1.086727204618758713e-01,8.594372060182320361e-03,3.563401580989698954e-03,7.884362209366858887e-02,5.174739779630660452e-01,1.843149673874457453e-02,1.683000294145814424e-02,2.475407927906801975e-01
9.924046304731343193e-02,3.526438511375325560e-03,7.385951789509404009e-02,5.566852571469314143e-02,5.065213560424965955e-01,1.937464901162944033e-04,8.343527373310576567e-04,2.601448566448665289e-01
1.051247153568084652e-01,1.984115177701464491e-02,9.177524214619269677e-03,4.213331979787832832e-02,4.695762438593291677e-01,2.032043534021414416e-04,1.150472414048030190e-01,2.388798144281185365e-01
9.821580393060468095e-02,3.080380257796156915e-02,5.320692719313364905e-02,2.064599919993658980e-02,3.869685727169768774e-01,4.514382801363613085e-02,2.078516250659256659e-01,1.571517999001668109e-01
