4.510054711734516331e-01,3.916324319807326995e-05,0.000000000000000000e+00,5.451358094059561843e-01,2.515896747127430665e-04,3.326249752217625083e-04
5.543846317917970890e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.343749838711358224e-01,8.978092268778053650e-03,6.271790197148257532e-04
8.788414985483919114e-05,0.000000000000000000e+00,7.840897280424833027e-07,3.341557956155473685e-01,3.922174817757076992e-01,2.704558762640428271e-01
9.945507972479434855e-08,0.000000000000000000e+00,5.305497637713020972e-07,2.613890817356396834e-01,4.068073351439973062e-01,3.305340560647985759e-01
1.043331465826508419e-07,0.000000000000000000e+00,6.613055712113081560e-07,2.659812143338567969e-01,2.261411294051090537e-01,5.073161838588002848e-01
8.739797213997660841e-05,0.000000000000000000e+00,3.502677858006151852e-03,2.398389694059718455e-03,4.325874670466706151e-01,5.593821984143441117e-01
0.000000000000000000e+00,0.000000000000000000e+00,1.779963589020746098e-02,3.801604843750434632e-03,5.484756078116552747e-01,4.324966489095408151e-01
0.000000000000000000e+00,0.000000000000000000e+00,9.954903836432508202e-01,0.000000000000000000e+00,8.382750869162933558e-06,6.573826457811105493e-03
8.091611534947854722e-06,1.472489768281362793e-04,1.000000000000000000e+00,0.000000000000000000e+00,3.460730497271651668e-04,4.970920994254629565e-04
8.890382595742806504e-06,9.576945760600662216e-04,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.422842618218692251e-04
1.570494399379929502e-05,7.833412294000509368e-02,9.228733992261936026e-01,1.516172267029677949e-05,1.867538088996425932e-05,6.847524231553173921e-06
7.530528762951941625e-05,6.172012571928272573e-01,3.842701232400629885e-01,0.000000000000000000e+00,0.000000000000000000e+00,8.063977987778464022e-06
2.464716755522141094e-04,9.988810999980314298e-01,2.355807928172812512e-05,1.421807568490723005e-03,0.000000000000000000e+00,8.400664218926734829e-06
8.921857720560126548e-02,6.321363025156665483e-01,0.000000000000000000e+00,2.811773795131449760e-01,0.000000000000000000e+00,3.159105746932790636e-06
6.485290119071679708e-04,4.729741314073421798e-01,0.000000000000000000e+00,5.260070196296341427e-01,0.000000000000000000e+00,9.599902451837097632e-05
4.407701072525656034e-04,2.582887927130440020e-01,0.000000000000000000e+00,7.422883185901637537e-01,0.000000000000000000e+00,4.316589972476674501e-06
3.398758477295484304e-01,1.146338790004666763e-01,0.000000000000000000e+00,5.469035133030218931e-01,0.000000000000000000e+00,2.303528533901521842e-07
5.343292855117764972e-01,4.099572426964033789e-01,0.000000000000000000e+00,5.613285386588364595e-02,0.000000000000000000e+00,1.460317247964231652e-03
1.264841285194380494e-01,8.039058173648774286e-01,4.655552314237422409e-04,1.476025830348867956e-03,0.000000000000000000e+00,6.832019120035955073e-02
1.483920036988074440e-02,7.319395109261369603e-01,2.032217848739627242e-01,6.778160317805971731e-04,2.555582252489285375e-03,4.638269971047893903e-02
