1.095657579643267987e-01,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.071556241307647095e-01,9.988395282895345950e-01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,9.909328597177039510e-01
5.695479966032424013e-01,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,5.672504801989356471e-01,9.236502983909070652e-01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.587992300686379650e-05,1.000000000000000000e+00,9.299508773311372378e-01
7.819426555657357225e-01,0.000000000000000000e+00,2.541428478913840272e-01,1.000000000000000000e+00,2.625244388400282403e-01,0.000000000000000000e+00,7.795077794175899744e-01,8.422022002924695050e-01,1.000000000000000000e+00,1.722413003313225457e-03,0.000000000000000000e+00,2.197756288391064863e-03,1.000000000000000000e+00,8.315118377598633703e-01
7.893116236144335218e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.867299157112511709e-01,5.808004595569147277e-01,1.000000000000000000e+00,2.323446580976295389e-02,0.000000000000000000e+00,2.465568678084624141e-02,1.000000000000000000e+00,5.815464723893752907e-01
6.712009924482874590e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.683364629975353521e-01,4.783275893507771825e-01,5.928309024390799875e-01,3.511150614263382486e-01,0.000000000000000000e+00,3.399050171193930270e-01,5.939196248071105799e-01,4.785732427750967188e-01
5.107671428534650282e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.076875455124331138e-01,5.678100579996276931e-01,7.537393422604908404e-03,1.400408919295238197e-01,0.000000000000000000e+00,1.453401496554665995e-01,1.127724338888680053e-02,5.675301958612046782e-01
3.641812039966068060e-01,2.069632656308346697e-01,0.000000000000000000e+00,9.985687534369764862e-01,0.000000000000000000e+00,2.027629804890491438e-01,3.611848750381134177e-01,6.706355676255904008e-01,2.837258344773577797e-03,4.298527053962575224e-05,1.779804987041156208e-02,9.903158603084229650e-05,3.413524245229030470e-03,6.697600264425050964e-01
2.452079584073656171e-01,3.147736690275809157e-01,0.000000000000000000e+00,9.831797094008972726e-01,0.000000000000000000e+00,3.119613830102119234e-01,2.426165291742301833e-01,7.103784014400376101e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.296818935232200598e-01,0.000000000000000000e+00,1.298533833682887525e-04,7.089943668710138036e-01
1.556906125556692944e-01,2.545114350786079060e-01,0.000000000000000000e+00,9.963509869485258630e-01,0.000000000000000000e+00,2.533017444008771046e-01,1.537070508587597140e-01,6.875603873245900166e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,7.430221892562278248e-05,6.858020399799448219e-01
9.856891064514178291e-02,1.250613275324033158e-01,0.000000000000000000e+00,3.504301383905903192e-04,0.000000000000000000e+00,1.254072819513117054e-01,9.728056537479735921e-02,6.275524298364845155e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.361247547044083968e-04,6.255948648698359538e-01
