1.625389393146786654e-02,3.103648874969778260e-01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,3.101744560395589545e-01,1.642035635074009722e-02,7.920879446499239362e-01,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,3.362997171445155113e-05,7.926570710735422187e-01
1.621446251852839710e-03,2.836292627554526380e-01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,2.834665982968652131e-01,1.637615975238881439e-03,6.118753269615890833e-01,1.940325258337904368e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.952638534271673720e-01,6.123138642339194249e-01
2.781812482256441552e-02,3.625669068085821678e-01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,3.624871624412752680e-01,2.771398000118255669e-02,4.490274983921035967e-01,4.677482513016375520e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,4.690363458277844178e-01,4.493560199264676203e-01
1.809240904159068186e-01,5.766030824574603919e-01,4.850237629400845352e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.841476940303730547e-01,5.766310064978328320e-01,1.806030174509944686e-01,2.844062547267693364e-01,4.310756780047524939e-01,9.017414056141600520e-01,3.427009830776998611e-01,3.431540935684577187e-01,9.017946018420904819e-01,4.323631277512847149e-01,2.846473235342667496e-01
3.039950451776306517e-01,9.318824477359562986e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.320055645012542689e-01,3.035559251138383319e-01,1.239823041447868091e-01,2.832562593441790844e-01,3.614423376103311769e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.614751572477593600e-01,2.844718261321411146e-01,1.241610484427432687e-01
3.842545729117865516e-01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,3.837535125744142017e-01,0.000000000000000000e+00,1.051721650473943920e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.062151975986278390e-01,0.000000000000000000e+00
4.701324890916454002e-01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,4.696284755487519780e-01,0.000000000000000000e+00,9.003727995490178049e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.082406368234766103e-02,0.000000000000000000e+00
5.866098988484400589e-01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,5.861605268868518293e-01,0.000000000000000000e+00,6.006821273893282742e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.053598532050809278e-02,0.000000000000000000e+00
7.362824270923450376e-01,1.000000000000000000e+00,0.000000000000000000e+00,2.973991233175897128e-02,2.955049632368218424e-02,0.000000000000000000e+00,1.000000000000000000e+00,7.359278773895885362e-01,0.000000000000000000e+00,7.859159566292087118e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.967474676361236546e-03,0.000000000000000000e+00
9.035568786471044334e-01,1.000000000000000000e+00,0.000000000000000000e+00,2.916090415924527807e-02,2.922985707855094845e-02,0.000000000000000000e+00,1.000000000000000000e+00,9.033121150973011382e-01,9.961047140901216346e-02,1.360575419548123478e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.437314182533470236e-02,9.972908097103537484e-02
9.731116958876551148e-01,1.000000000000000000e+00,0.000000000000000000e+00,2.852583713636987206e-02,2.887938144115326580e-02,0.000000000000000000e+00,1.000000000000000000e+00,9.729721455615671921e-01,2.921409464133252754e-01,5.447979497494664751e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.813310092508750991e-03,2.922886536156510950e-01
1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.155021952831928288e-02,1.220364005250407571e-02,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,5.305518314552054582e-01,3.822212896012003053e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.783978686693980211e-03,5.307168278913463322e-01
