1.029425493389603818e-01,7.268589884045878469e-02,1.029425493390209306e-01,2.156022244582483649e-01,2.902246539416890037e-01,2.156022244583328529e-01
1.095146555860894433e-01,2.137727856440085616e-01,1.095146555861039733e-01,1.770394002986093174e-01,2.131184047034066775e-01,1.770394002986456772e-01
1.242957095979422971e-01,3.280663211628324638e-01,1.242957095979373011e-01,1.532357190070402220e-01,1.168669437516007548e-01,1.532357190070391673e-01
1.466655182667421509e-01,3.974501787350846471e-01,1.466655182667575552e-01,1.453522834974002587e-01,1.850501085198370116e-02,1.453522834973488831e-01
1.511233232549122896e-01,3.915909379964634396e-01,1.511233232549197003e-01,1.280230726238000272e-01,5.011598492099526847e-02,1.280230726237868155e-01
1.627039509574860765e-01,3.452412162784575522e-01,1.627039509574828291e-01,1.251180346337049110e-01,7.909411755334493088e-02,1.251180346337044669e-01
2.001947580639294733e-01,2.932121046529246877e-01,2.001947580639046043e-01,1.528255089435194281e-01,7.234239806231246425e-04,1.528255089435273384e-01
2.136346706159151787e-01,2.063945422104677407e-01,2.136346706159259201e-01,1.581922188709938004e-01,4.995475312609840707e-02,1.581922188709934674e-01
2.412634117051251914e-01,1.462528511365936423e-01,2.412634117051024873e-01,1.776333538265194578e-01,1.592557947688377426e-02,1.776333538265326140e-01
2.316028018789742238e-01,8.128151532608887675e-02,2.316028018789662579e-01,1.593959975295341502e-01,1.366937282298554546e-01,1.593959975295404508e-01
2.554508931190699883e-01,9.359746931713876228e-02,2.554508931190642151e-01,1.745608006563092174e-01,4.642646970814483937e-02,1.745608006563293957e-01
2.597127921623523239e-01,1.328417168247309765e-01,2.597127921623662017e-01,1.711338719489238769e-01,5.155624404649096493e-03,1.711338719489238769e-01
2.461952718524033357e-01,1.965096521598994617e-01,2.461952718523846007e-01,1.531549743985087253e-01,4.774695937064771072e-03,1.531549743985402556e-01
2.239036394578700351e-01,2.797455552008150104e-01,2.239036394578667044e-01,1.310683286989351160e-01,1.060924698272881078e-02,1.310683286989869634e-01
2.008087756485806286e-01,3.709517468794303330e-01,2.008087756486204856e-01,1.136207111281544585e-01,2.475675108982552572e-04,1.136207111281415383e-01
1.704988910261573953e-01,4.422902746289011922e-01,1.704988910261489854e-01,9.432811373943926492e-02,2.850393830761619937e-02,9.432811373944158251e-02
1.505881396484889945e-01,4.919882695049606625e-01,1.505881396484815837e-01,8.977837994841682268e-02,2.742154381694035872e-02,8.977837994840333347e-02
1.431405622280259304e-01,5.087176571600030561e-01,1.431405622280216838e-01,1.002280716104497760e-01,4.552395536287418866e-03,1.002280716104303887e-01
1.332365603369904394e-01,4.732383517444395116e-01,1.332365603369876639e-01,1.086854945130648342e-01,4.292548742899059133e-02,1.086854945130643624e-01
1.310894854429858203e-01,4.017340301228352062e-01,1.310894854429932310e-01,1.236440515189840827e-01,8.880543122467737804e-02,1.236440515189835415e-01
1.362214060844651464e-01,3.089446640793626631e-01,1.362214060844550156e-01,1.436383183143076503e-01,1.313394927707996485e-01,1.436383183143187248e-01
1.465209940381085596e-01,2.138405981413422641e-01,1.465209940381191900e-01,1.662444459756436954e-01,1.606284212701175051e-01,1.662444459756453885e-01
1.587958826701122983e-01,1.353224416350221893e-01,1.587958826701162396e-01,1.882982145637120130e-01,1.704854429291103868e-01,1.882982145636761806e-01
1.696687065230995384e-01,8.795183551334290195e-02,1.696687065230842451e-01,2.064988885702181698e-01,1.597055554132461863e-01,2.064988885702182808e-01
1.764485925665616184e-01,7.862772637630943695e-02,1.764485925665467692e-01,2.182046679925784272e-01,1.320553683061454486e-01,2.182046679926184229e-01
1.776872849813885269e-01,1.051017516127577822e-01,1.776872849813668220e-01,2.220576139799506077e-01,9.539568978269542809e-02,2.220576139799331772e-01
1.733298179131061711e-01,1.568103078375638615e-01,1.733298179131099737e-01,2.181597591997782026e-01,6.019597257561103837e-02,2.181597591997791186e-01
1.645693033718912401e-01,2.177162055267029273e-01,1.645693033719050069e-01,2.078120434193295729e-01,3.750527540911188784e-02,2.078120434193177213e-01
1.535769999124264040e-01,2.702180066962524552e-01,1.535769999124425578e-01,1.930726840370240172e-01,3.646608673007972062e-02,1.930726840370499409e-01
1.431956290950675559e-01,2.990834342858315065e-01,1.431956290950635868e-01,1.763907986329816269e-01,6.172703577285851284e-02,1.763907986329871225e-01
1.365578924216726275e-01,2.946837495185622435e-01,1.365578924216642176e-01,1.603504895309554590e-01,1.114832551728104776e-01,1.603504895309859068e-01
1.365300369352816512e-01,2.551557343295106084e-01,1.365300369352983600e-01,1.473399067366770454e-01,1.770890714832829282e-01,1.473399067366482351e-01
1.449736621982873064e-01,1.871577121375970765e-01,1.449736621983073737e-01,1.389978468348334051e-01,2.448851705548731883e-01,1.389978468348503637e-01
1.620636542042903361e-01,1.046906223775061068e-01,1.620636542042780126e-01,1.356181873343909883e-01,2.999328706651726018e-01,1.356181873343947630e-01
1.860806483561869840e-01,2.561783152153553067e-02,1.860806483561666391e-01,1.359752416101265016e-01,3.302587659960189992e-01,1.359752416101172867e-01
2.060972827821613840e-01,5.617875875044849553e-03,2.060972827821556386e-01,1.300532552466205360e-01,3.220282184245396029e-01,1.300532552466462100e-01
2.269992693255282745e-01,1.372209636123666518e-02,2.269992693255596383e-01,1.240667026468475209e-01,2.841365383319299776e-01,1.240667026468167955e-01
2.513904767742768942e-01,2.402217594849487964e-02,2.513904767742838886e-01,1.221536788331146900e-01,2.288823878748925955e-01,1.221536788331135798e-01
2.766330936050711009e-01,3.223284406218378251e-02,2.766330936050821476e-01,1.234811656647016864e-01,1.675104610456714382e-01,1.234811656647020195e-01
3.033216256888297546e-01,1.591874907573594122e-02,3.033216256888268680e-01,1.308754733885214849e-01,1.156789828774812817e-01,1.308754733885226784e-01
3.101245240434072903e-01,6.360284607687628766e-02,3.101245240433422867e-01,1.248164590111599248e-01,6.650754729348816452e-02,1.248164590111782019e-01
3.084866653936703118e-01,1.043818828738118515e-01,3.084866653937380909e-01,1.176828339827728359e-01,4.327207724922560450e-02,1.176828339827681869e-01
2.986105745065484318e-01,1.317246937480422431e-01,2.986105745065502082e-01,1.097374465024764240e-01,5.157310140210969590e-02,1.097374465024776868e-01
2.819168227980212160e-01,1.433384417209251915e-01,2.819168227980482500e-01,1.016589877116137880e-01,8.950492941090280874e-02,1.016589877116076401e-01
2.608306350693335718e-01,1.415208020814287537e-01,2.608306350693547215e-01,9.464453629241505184e-02,1.475251481742174964e-01,9.464453629242068622e-02
2.381761384986946783e-01,1.326472840464623937e-01,2.381761384986701702e-01,9.018462838668148129e-02,2.106286901702007774e-01,9.018462838665149139e-02
